x,y
The growth in information technology is taking place at a rapid pace.,Technology
"I heard one of Nelson Mandela's speeches today, it really moved me.",Politics
The concert was filled with people.,Music
The fashion business moves so quickly that nobody can remember last season's look.,CareerAndEducation
I have to promote well being.,Health
I have ordered my cloths from an online site this time.,Technology
Today has been a very interesting day at school!,CareerAndEducation
Everyone is surprised by my decision.,CareerAndEducation
I love my wife.,Partner
Should I try cooking lasagne for dinner?,Food
My phone doesn't work at emergency situations,Technology
He was receiving a low income as an intern!,Money
I want to adopt a healthy lifestyle now.,Health
My classmates bullied me out of jealousy.,Colleagues
Saving a part of earning is good for financial wellness.,Health
Online shopping portals help a lot in today's time. Amazon is doing a great job!,Technology
My family met my first friend ever that day.,Friendship
What are the three C's of a healthy relationship?,Health
What do you think is the good thing about being working parents?,Family
Something needs to be done to eradicate poverty.,Money
A water crisis will lead to war among the nations.,Food
At least the show-off helped him earn a lot of money!,Money
We just won today’s football match at the centre! Can you believe it?,Sport
I want to maintain myself. How can I do that?,Health
Regular eye check-ups are important.,Health
Are elections an essential process?,Politics
I lied to my Boss for the leave.,Colleagues
I hated the tone in which my boss spoke to me today.,Colleagues
I made as less use of the internet as possible to complete the school work!,Technology
Ricky Martin is my favourite singer.,Music
Tim's parents told me to find more about the city.,Family
Playing rounders with my kids brought back my childhood memories!,Sport
I want to try this with my partner.,Partner
Who is your favourite politician?,Politics
I proposed a new venture to earn income.,Money
My thighs hurt a lot.,Health
I once dislocated my finger bone.,Health
I have great colleagues at my office.,CareerAndEducation
"If you compare your mind to a computer application, your mind is weak!",Technology
She gifted me a painting.,Friendship
I yelled at my subordinates at work.,Colleagues
I don't think I should work in my office.,CareerAndEducation
Jane Austen was my favourite author in high school.,CareerAndEducation
Eggs are healthy but I hate their taste.,Food
"If it is a writing competition, the emphasis must always be on the plot!",Sport
My sister made the wedding dress to measure.,Family
She blushed happily when I sang her the song.,Music
My diet plan was very ineffective.,Food
I was trying to teach my colleagues about ethics.,Colleagues
My friends are pestering me to go on a blind date.,Friendship
The pain of my knee injury is getting worse,Health
The pain is more than she can bear!,Health
I look like a kid,Family
The Senate ethics committee has not yet acted finally in the Cranston case.,Politics
I had a unique relationship with my teachers.,CareerAndEducation
"We are tired of the movies, dinners and parties, and want to do something different this weekend!",FilmAndTV
What do you think about politics?,Politics
My boyfriend is working on a television show.,Technology
My boss is pretty mean.,CareerAndEducation
I like to watch animated movies.,FilmAndTV
I can now operate any electronic device.,Technology
This python programming is really confusing.,CareerAndEducation
Curing this disease is now possible.,Health
I can't understand why people are so into KPOP.,Music
President Clinton was also the one who was on the verge of impeachment.,Politics
Political turmoil seem to increase the possibility of another world war.,Politics
I've decided to start eating only cereals for breakfast.,Food
Theresa May initiated the two year long withdrawal procedure in March 2017.,Politics
I want to get placed in a nice company to earn well.,Money
My phone stopped working suddenly.,Technology
My friend has broken off all her ties with her neighbour.,Friendship
My sister is getting married to her boyfriend.,Partner
What can be the best refreshment drink during summer?,Food
I miss the talks I had with my wife.,Partner
What's makes a Movie hit?,FilmAndTV
Work is kicking my ass. Let's go grab a drink.,Food
My friends took me to a party place.,Friendship
John and I work for the same firm and our motivation comes from different things.,CareerAndEducation
My friend sought help to overcome his fear.,Friendship
Do you know about the parliamentary system in the UK?,Politics
"If you take interest in politics, we are making these parties accountable.",Politics
I wasn't impressed by my brother's apology after our dispute.,Family
I like playing video games based on adventure.,Sport
I fell in the shower.,Health
My friends got married to each other! That wasn't supposed to happen!,Friendship
I do not like the humour of my friends.,Friendship
I ditched my partners a year ago.,Partner
My mom surprised me today with a delicious meal,Food
My boss did not approve my plan.,Colleagues
My cousin just split up with his girlfriend after being together for years.,Partner
Is your friend a fan of Billy Ray Cyrus?,Friendship
My mother bakes the most delicious cream cake!,Food
A lot of sporting events are underrated and ignored.,Sport
I watch two films every weekend.,FilmAndTV
The new birth policy is aimed at achieving zero population growth.,CareerAndEducation
I love to be called as the best dad by my daughter.,Family
Do theatre actors make good film stars?,FilmAndTV
Soccer never will compete with British football and basketball.,Sport
It is so discouraging to have my Boss taunting me all the time!,Colleagues
